Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Male,61,No,No,No,0,32.886925,-117.152162,74232,0,6,Offer E,Yes,39.32,No,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,523.5,0.0,0,235.92,759.42,2
Female,68,No,Yes,No,0,38.493888,-122.777141,476,0,1,,No,0.0,No,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.7,25.7,0.0,0,0.0,25.7,1
Female,80,No,Yes,Yes,1,39.657228,-121.37778,1279,7,71,,Yes,48.59,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0.0,0,3449.89,8432.39,4
Female,52,No,No,No,0,33.925833,-117.559639,22443,0,12,Offer D,Yes,36.24,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0.0,0,434.88,1148.63,1
Male,79,No,Yes,Yes,0,34.030578,-118.399613,58218,10,2,Offer E,Yes,33.1,No,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,181.65,0.0,10,66.2,257.85,5
Female,64,No,No,Yes,0,37.474396,-120.875917,40545,1,30,,Yes,39.74,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,3046.15,0.0,0,1192.2,4238.35,1
Male,55,No,No,No,0,38.109125,-120.078597,683,0,2,,Yes,7.8,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,31.2,0.0,0,15.6,46.8,5
Male,52,No,No,No,0,33.958134,-118.330905,13779,0,9,Offer E,Yes,7.32,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0.0,0,65.88,790.53,5
Female,28,Yes,No,Yes,3,34.078821,-118.177576,46960,3,72,,Yes,24.48,Yes,Cable,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0.0,80,1762.56,7885.26,3
Male,47,No,No,No,0,38.733714,-120.795213,34146,0,1,Offer E,Yes,17.07,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0.0,0,17.07,78.22,4
Female,55,No,No,Yes,0,32.85723,-117.209774,34902,1,38,Offer C,Yes,42.14,No,DSL,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,1
Female,23,Yes,No,Yes,0,33.830431,-118.074071,14852,1,64,,Yes,36.24,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,1277.75,0.0,0,2319.36,3597.11,5
Male,36,No,No,Yes,3,33.88151,-118.234451,47305,4,71,,Yes,28.47,No,Fiber Optic,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,7782.85,0.0,70,2021.37,9874.22,3
Male,49,No,No,Yes,0,34.046174,-118.446333,41175,7,25,Offer C,Yes,11.6,Yes,DSL,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.55,1405.3,0.0,0,290.0,1695.3,5
Female,51,No,No,No,0,37.768881,-122.395521,17372,0,6,Offer E,Yes,21.91,No,DSL,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0.0,0,131.46,419.51,2
Female,56,No,No,Yes,0,37.461251,-122.235414,35737,1,63,Offer B,Yes,38.85,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2,4965.1,0.0,0,2447.55,7412.65,3
Male,39,No,No,Yes,0,36.205465,-119.085807,15508,6,63,,Yes,44.55,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,5597.65,0.0,0,2806.65,8404.3,3
Female,64,No,No,Yes,0,34.110444,-118.156957,23984,1,11,Offer D,Yes,25.67,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,1
Male,22,Yes,No,No,0,33.752524,-118.210737,38427,0,22,Offer D,Yes,15.77,No,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34,3
Male,60,No,No,No,3,34.137742,-114.36514,1564,0,9,,Yes,27.34,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,190.25,0.0,0,246.06,436.31,4
Female,35,No,No,No,0,37.943087,-122.72379,1573,0,1,,Yes,34.79,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,19.1,0.0,0,34.79,53.89,2
Female,57,No,No,No,2,35.690535,-118.552784,2515,0,4,,Yes,27.37,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05,85.5,0.0,0,109.48,194.98,5
Female,36,No,No,No,0,34.231053,-118.338307,46639,0,3,,Yes,37.0,No,DSL,22,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,71.1,213.35,2.62,0,111.0,321.73,4
Male,39,No,No,Yes,0,36.520537,-120.118055,152,7,39,,Yes,29.56,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,23.8,903.8,0.0,0,1152.84,2056.64,5
Male,29,Yes,No,Yes,0,33.679659,-118.016195,42663,5,39,Offer C,Yes,40.25,No,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,1
Male,64,No,No,Yes,0,32.886925,-117.152162,74232,3,5,Offer E,Yes,36.88,Yes,Fiber Optic,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.4,638.15,1
Female,35,No,No,No,0,33.999992,-117.535395,18980,0,31,,No,0.0,No,DSL,10,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,1520.1,0.0,0,0.0,1520.1,3
Male,76,No,Yes,Yes,2,33.529047,-117.701175,62103,5,71,Offer A,Yes,30.16,No,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.7,6179.35,0.0,0,2141.36,8320.71,3
Male,49,No,No,No,0,32.886925,-117.152162,74232,0,26,Offer C,Yes,6.24,No,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.8,2335.3,0.0,0,162.24,2497.54,1
Female,33,No,No,No,0,39.246654,-120.029273,4806,0,4,,Yes,25.8,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,83.3,0.0,0,103.2,186.5,4
Male,33,No,No,No,0,34.95934,-120.490081,43684,0,46,Offer B,No,0.0,No,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,2893.4,0.0,0,0.0,2893.4,4
Male,45,No,No,No,0,33.999992,-117.535395,18980,0,24,,Yes,2.33,No,DSL,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0.0,0,55.92,1325.52,5
Female,51,No,No,No,0,34.039224,-118.266293,15140,0,9,Offer E,Yes,42.41,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.69,1045.24,5
Female,58,No,No,Yes,2,33.940884,-118.128628,40152,6,1,,Yes,48.79,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,19.4,0.0,0,48.79,68.19,5
Female,64,No,No,No,0,37.624436,-122.430661,39566,0,12,,Yes,34.92,No,Cable,23,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,1120.95,0.0,0,419.04,1539.99,1
Female,41,No,No,No,0,32.898613,-117.202937,4258,0,1,Offer E,Yes,22.11,No,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.8,45.8,0.0,10,22.11,77.91,1
Female,20,Yes,No,No,0,38.200231,-121.235034,6317,0,52,Offer B,Yes,33.69,Yes,Fiber Optic,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,111.25,5916.45,1.27,0,1751.88,7667.06,1
Female,60,No,No,Yes,0,32.898613,-117.202937,4258,1,38,,Yes,19.08,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,4026.4,0.0,0,725.04,4751.44,1
Male,30,No,No,Yes,0,33.991782,-118.479229,31021,0,66,,Yes,23.51,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.05,6981.35,0.0,0,1551.66,8533.01,2
Male,77,No,Yes,Yes,0,38.121601,-120.133915,1278,4,45,,Yes,9.39,Yes,DSL,22,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15,3480.35,0.0,0,422.55,3902.9,3
Female,51,No,No,No,2,34.364153,-118.615583,9937,0,26,,No,0.0,No,DSL,19,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147.0,0.0,0,0.0,1147.0,4
Male,36,No,No,Yes,1,33.215251,-116.53633,339,10,68,Offer A,Yes,34.62,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05,6770.5,0.0,0,2354.16,9124.66,4
Female,35,No,No,Yes,0,37.999406,-121.686241,27607,8,65,Offer B,Yes,36.62,Yes,Fiber Optic,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,100.15,6643.5,0.0,0,2380.3,9023.8,4
Male,45,No,No,No,0,33.801869,-117.995068,29694,0,1,,Yes,15.77,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77,35.52,3
Female,76,No,Yes,No,0,33.141265,-116.967221,48690,0,16,,Yes,38.75,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,2
Male,23,Yes,No,Yes,1,33.60693,-117.644253,46227,8,15,,Yes,2.12,No,Fiber Optic,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,101.9,1667.25,0.0,120,31.8,1819.05,3
Male,22,Yes,No,Yes,1,34.169706,-118.323548,18539,1,71,,Yes,33.69,No,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209.0,0.0,0,2391.99,9600.99,3
Female,40,No,No,No,0,37.352911,-122.093002,21496,0,6,,Yes,25.93,No,Fiber Optic,24,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0.0,0,155.58,653.13,1
Male,58,No,No,Yes,0,36.444232,-119.718285,2900,4,72,,Yes,40.49,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,0.0,0,2915.28,10385.38,4
Female,80,No,Yes,Yes,0,37.444314,-122.149996,16198,10,56,Offer B,Yes,11.55,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,95.65,5471.75,21.71,0,646.8,6096.84,3
Male,31,No,No,Yes,0,33.345825,-115.596574,2753,1,71,Offer A,Yes,18.42,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,0.0,0,1307.82,7633.07,4
Male,40,No,No,No,0,38.578807,-123.19338,1575,0,20,,Yes,16.05,No,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0.0,0,321.0,2524.7,3
Male,50,No,No,No,3,40.497441,-121.827524,4231,0,23,Offer D,Yes,1.2,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,465.45,0.0,0,27.6,493.05,3
Male,37,No,No,Yes,3,35.38381,-119.730885,302,3,53,Offer B,Yes,33.31,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16,3
Female,55,No,No,No,0,40.310119,-123.909449,270,0,8,,Yes,23.46,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,141.6,0.0,0,187.68,329.28,3
Male,35,No,No,No,0,38.047746,-121.030499,3148,0,31,,No,0.0,No,DSL,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,1523.4,0.0,0,0.0,1523.4,3
Female,28,Yes,No,Yes,0,33.954017,-118.402447,39334,8,17,Offer D,Yes,8.74,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,418.25,0.0,0,148.58,566.83,4
Female,24,Yes,No,Yes,3,34.199787,-118.68493,23637,1,19,,Yes,36.92,Yes,Fiber Optic,52,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.35,1686.85,0.0,0,701.48,2388.33,4
Female,27,Yes,No,Yes,0,33.864622,-118.179626,91664,4,70,Offer A,Yes,5.77,Yes,Fiber Optic,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0.0,0,403.9,8334.45,4
Male,57,No,No,No,0,37.770533,-122.445121,38756,0,45,,Yes,28.72,No,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,5031.85,0.0,0,1292.4,6324.25,3
Female,58,No,No,Yes,0,41.121108,-122.336613,228,9,31,Offer C,Yes,28.52,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0,884.12,3355.72,4
Female,80,No,Yes,Yes,0,34.758699,-120.275839,1328,1,1,Offer E,Yes,22.86,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.85,20.85,0.0,0,22.86,43.71,3
Male,41,No,No,No,0,33.850452,-117.726668,19629,0,11,,Yes,25.24,No,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0.0,0,277.64,1093.14,1
Male,51,No,No,No,0,39.298065,-123.25211,5995,0,46,,Yes,13.42,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,907.05,0.0,0,617.32,1524.37,5
Female,25,Yes,No,No,0,33.784597,-117.844535,15396,0,63,,Yes,16.57,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.6,1298.7,0.0,0,1043.91,2342.61,5
Male,33,No,No,No,0,36.141319,-119.129075,5689,0,6,Offer E,Yes,32.34,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,109.3,0.0,0,194.04,303.34,5
Male,24,Yes,No,No,0,36.141319,-119.129075,5689,0,5,,Yes,41.29,No,DSL,51,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.8,274.35,0.0,0,206.45,480.8,3
Female,42,No,No,Yes,0,35.869626,-119.498771,1054,1,13,,No,0.0,No,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.75,633.4,0.0,0,0.0,633.4,2
Male,74,No,Yes,Yes,3,33.823943,-118.111335,37417,1,71,,Yes,46.11,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0.0,20,3273.81,8433.46,4
Female,54,No,No,Yes,0,33.841027,-118.078097,20890,10,57,Offer B,Yes,23.28,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0.0,0,1326.96,2461.21,4
Female,41,No,No,Yes,1,39.607831,-121.777959,3524,6,52,,Yes,31.09,Yes,Fiber Optic,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,4993.4,0.0,0,1616.68,6610.08,4
Female,57,No,No,Yes,0,33.976678,-118.065875,32148,1,37,,Yes,45.19,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,805.2,0.0,0,1672.03,2477.23,4
Male,23,Yes,No,No,0,35.607875,-118.466318,5564,0,1,,Yes,18.15,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,18.15,38.2,5
Male,44,No,No,No,0,37.787186,-122.14633,24518,0,1,,Yes,16.06,No,Fiber Optic,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0.0,0,16.06,105.16,2
Male,60,No,No,No,0,33.351059,-117.420557,98239,0,35,Offer C,Yes,49.61,No,Fiber Optic,26,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,0.0,0,1736.35,4987.65,4
Female,52,No,No,No,0,34.404544,-119.302118,6503,0,41,Offer B,Yes,15.48,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.45,775.6,0.0,0,634.68,1410.28,5
Female,29,Yes,No,No,0,40.210895,-123.86,867,0,3,,Yes,33.39,No,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,0.0,10,100.17,397.57,1
Male,44,No,No,No,0,38.32153,-120.236358,5159,0,1,Offer E,Yes,27.08,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,19.95,0.0,0,27.08,47.03,4
Male,37,No,No,Yes,0,38.377165,-123.037957,1785,1,32,,Yes,5.99,No,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,2519.91,2
Female,75,No,Yes,No,0,40.497441,-121.827524,4231,0,28,Offer C,Yes,9.67,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,1
Female,62,No,No,No,0,33.507255,-117.029473,46171,0,5,Offer E,Yes,32.12,No,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.25,512.45,0.0,0,160.6,673.05,2
Male,61,No,No,No,0,34.19829,-118.602203,23519,0,45,,Yes,10.36,No,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0.0,0,466.2,3740.0,4
Female,41,No,No,Yes,0,38.049457,-121.21653,6951,5,64,Offer B,Yes,11.85,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.0,5484.4,0.0,0,758.4,6242.8,4
Female,37,No,No,No,0,38.544002,-121.685559,648,0,2,,Yes,38.28,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9,147.15,0.0,0,76.56,223.71,1
Male,33,No,No,Yes,0,33.540604,-117.10909,25655,3,33,Offer C,Yes,33.32,No,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,73.9,2405.05,0.0,0,1099.56,3504.61,1
Male,24,Yes,No,Yes,0,37.858898,-122.240512,12448,8,4,,Yes,48.64,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,301.4,0.0,0,194.56,495.96,1
Male,66,No,Yes,No,0,36.186867,-120.387793,18036,0,49,Offer B,Yes,32.36,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0.0,0,1585.64,6303.89,2
Male,29,Yes,No,Yes,1,36.991762,-119.242874,3464,3,18,,Yes,10.29,No,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.25,1611.15,0.0,0,185.22,1796.37,3
Male,25,Yes,No,Yes,0,38.488431,-122.752839,40270,1,1,,Yes,43.67,No,Fiber Optic,73,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,0,43.67,124.22,1
Female,61,No,No,No,0,34.17051,-118.289463,23981,0,18,,Yes,19.93,No,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0,358.74,1687.58,5
Male,71,No,Yes,No,0,38.966713,-123.586412,586,0,69,Offer A,Yes,13.36,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.1,5031.0,0.0,0,921.84,5952.84,3
Female,47,No,No,Yes,0,34.174493,-117.87068,57775,1,46,,No,0.0,No,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,0.0,0,0.0,2007.85,3
Female,34,No,No,No,0,37.5923,-120.853288,6822,0,12,Offer D,Yes,35.8,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.3,909.25,0.0,0,429.6,1338.85,1
Male,48,No,No,No,0,37.676249,-122.132415,26240,0,35,,Yes,20.61,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.6,2094.9,0.0,0,721.35,2816.25,3
Male,64,No,No,No,0,34.581308,-118.931948,21633,0,1,,Yes,14.91,No,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,0.0,0,14.91,95.76,1
Female,63,No,No,Yes,0,34.19829,-118.602203,23519,1,9,Offer E,Yes,14.21,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0.0,50,127.89,932.54,3
Female,40,No,No,No,0,34.702766,-116.093376,23,0,3,,Yes,17.87,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242.0,0.0,0,53.61,295.61,3
Male,55,No,No,No,0,38.93706,-123.118111,1373,0,54,,Yes,27.17,No,Fiber Optic,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.8,4667.0,0.0,0,1467.18,6134.18,3
Female,49,No,No,Yes,1,33.905963,-118.08263,103214,10,53,Offer B,Yes,30.31,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,1007.9,0.0,0,1606.43,2614.33,5
Male,49,No,No,No,0,34.866032,-120.536546,210,0,4,,Yes,23.04,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,117.8,0.0,0,92.16,209.96,3
Male,59,No,No,Yes,2,39.637471,-120.226338,1822,4,23,,Yes,37.86,No,DSL,30,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,57.2,1423.35,0.0,0,870.78,2294.13,3
Female,61,No,No,Yes,2,37.908242,-121.682472,26577,6,72,Offer A,Yes,35.21,Yes,Fiber Optic,10,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45,0.0,0,2535.12,9664.57,4
Male,55,No,No,Yes,1,40.426679,-121.850421,598,5,65,Offer B,Yes,33.47,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1267.05,0.0,0,2175.55,3442.6,3
Male,79,No,Yes,No,0,34.128284,-118.047732,30933,0,5,,Yes,4.59,No,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,1
Male,73,No,Yes,Yes,0,36.596271,-121.442274,1140,10,29,,Yes,32.03,No,Fiber Optic,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,0.0,0,928.87,3585.57,3
Female,19,Yes,No,Yes,0,38.113533,-122.11926,25578,4,9,,Yes,12.59,No,Cable,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.85,466.6,0.0,0,113.31,579.91,4
Male,67,No,Yes,Yes,0,34.457829,-116.139589,14104,2,55,,Yes,9.08,Yes,Cable,23,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,60.0,3316.1,0.0,0,499.4,3815.5,4
Male,32,No,No,No,0,41.444606,-123.471895,202,0,3,,Yes,42.68,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0.0,0,128.04,337.94,5
Female,51,No,No,Yes,3,34.062095,-118.401508,11355,3,23,Offer D,Yes,5.7,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,81.85,1810.85,0.0,0,131.1,1941.95,4
Female,21,Yes,No,Yes,0,38.9386,-120.785514,2723,6,72,,Yes,15.35,Yes,DSL,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,6058.95,0.0,0,1105.2,7164.15,3
Male,63,No,No,No,0,39.281194,-122.226568,1146,0,18,,Yes,4.38,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.15,1387.0,0.0,0,78.84,1465.84,5
Male,27,Yes,No,No,0,32.72523,-117.171346,27505,0,17,,Yes,13.02,No,Cable,73,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0,221.34,902.74,4
Male,70,No,Yes,Yes,1,35.059695,-120.604741,7435,1,68,Offer A,Yes,20.31,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.65,5683.6,0.0,0,1381.08,7064.68,3
Female,51,No,No,No,3,36.977025,-121.952864,9673,0,4,Offer E,Yes,30.79,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,94.5,0.0,0,123.16,217.66,3
Male,26,Yes,No,No,1,38.674276,-121.961866,844,0,52,,Yes,23.12,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1334.5,0.0,0,1202.24,2536.74,3
Female,27,Yes,No,No,0,33.877639,-117.961212,46105,0,17,Offer D,Yes,22.26,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,340.35,0.0,0,378.42,718.77,4
